id,power_usage,t,days_from_start,categorical_id,date,id,hour,day,day_of_week,month,hours_from_start,categorical_day_of_week,categorical_hour
17593,2.2208121827411174,26353.0,1098,MT_001,2014-01-03 01:00:00,MT_001,1,3,4,1,26353.0,4,1
17594,2.2208121827411174,26354.0,1098,MT_001,2014-01-03 02:00:00,MT_001,2,3,4,1,26354.0,4,2
17595,2.85532994923858,26355.0,1098,MT_001,2014-01-03 03:00:00,MT_001,3,3,4,1,26355.0,4,3
17596,2.2208121827411174,26356.0,1098,MT_001,2014-01-03 04:00:00,MT_001,4,3,4,1,26356.0,4,4
17597,2.2208121827411174,26357.0,1098,MT_001,2014-01-03 05:00:00,MT_001,5,3,4,1,26357.0,4,5
17598,1.903553299492385,26358.0,1098,MT_001,2014-01-03 06:00:00,MT_001,6,3,4,1,26358.0,4,6
17599,2.53807106598985,26359.0,1098,MT_001,2014-01-03 07:00:00,MT_001,7,3,4,1,26359.0,4,7
17600,1.9035532994923852,26360.0,1098,MT_001,2014-01-03 08:00:00,MT_001,8,3,4,1,26360.0,4,8
17601,0.63451776649746,26361.0,1098,MT_001,2014-01-03 09:00:00,MT_001,9,3,4,1,26361.0,4,9
17602,2.855329949238575,26362.0,1098,MT_001,2014-01-03 10:00:00,MT_001,10,3,4,1,26362.0,4,10
17603,5.393401015228438,26363.0,1098,MT_001,2014-01-03 11:00:00,MT_001,11,3,4,1,26363.0,4,11
17604,3.4898477157360404,26364.0,1098,MT_001,2014-01-03 12:00:00,MT_001,12,3,4,1,26364.0,4,12
17605,1.903553299492385,26365.0,1098,MT_001,2014-01-03 13:00:00,MT_001,13,3,4,1,26365.0,4,13
17606,10.152284263959391,26366.0,1098,MT_001,2014-01-03 14:00:00,MT_001,14,3,4,1,26366.0,4,14
17607,2.5380710659898478,26367.0,1098,MT_001,2014-01-03 15:00:00,MT_001,15,3,4,1,26367.0,4,15
17608,1.26903553299492,26368.0,1098,MT_001,2014-01-03 16:00:00,MT_001,16,3,4,1,26368.0,4,16
17609,1.26903553299492,26369.0,1098,MT_001,2014-01-03 17:00:00,MT_001,17,3,4,1,26369.0,4,17
17610,2.2208121827411174,26370.0,1098,MT_001,2014-01-03 18:00:00,MT_001,18,3,4,1,26370.0,4,18
17611,1.5862944162436525,26371.0,1098,MT_001,2014-01-03 19:00:00,MT_001,19,3,4,1,26371.0,4,19
17612,1.9035532994923852,26372.0,1098,MT_001,2014-01-03 20:00:00,MT_001,20,3,4,1,26372.0,4,20
17613,2.2208121827411174,26373.0,1098,MT_001,2014-01-03 21:00:00,MT_001,21,3,4,1,26373.0,4,21
17614,1.5862944162436525,26374.0,1098,MT_001,2014-01-03 22:00:00,MT_001,22,3,4,1,26374.0,4,22
17615,1.903553299492385,26375.0,1098,MT_001,2014-01-03 23:00:00,MT_001,23,3,4,1,26375.0,4,23
17616,2.2208121827411174,26376.0,1099,MT_001,2014-01-04 00:00:00,MT_001,0,4,5,1,26376.0,5,0
17617,1.9035532994923852,26377.0,1099,MT_001,2014-01-04 01:00:00,MT_001,1,4,5,1,26377.0,5,1
17618,1.9035532994923852,26378.0,1099,MT_001,2014-01-04 02:00:00,MT_001,2,4,5,1,26378.0,5,2
17619,1.5862944162436525,26379.0,1099,MT_001,2014-01-04 03:00:00,MT_001,3,4,5,1,26379.0,5,3
17620,2.220812182741115,26380.0,1099,MT_001,2014-01-04 04:00:00,MT_001,4,4,5,1,26380.0,5,4
17621,1.903553299492385,26381.0,1099,MT_001,2014-01-04 05:00:00,MT_001,5,4,5,1,26381.0,5,5
17622,1.903553299492385,26382.0,1099,MT_001,2014-01-04 06:00:00,MT_001,6,4,5,1,26382.0,5,6
17623,1.9035532994923852,26383.0,1099,MT_001,2014-01-04 07:00:00,MT_001,7,4,5,1,26383.0,5,7
17624,1.2690355329949226,26384.0,1099,MT_001,2014-01-04 08:00:00,MT_001,8,4,5,1,26384.0,5,8
17625,0.63451776649746,26385.0,1099,MT_001,2014-01-04 09:00:00,MT_001,9,4,5,1,26385.0,5,9
17626,0.31725888324873,26386.0,1099,MT_001,2014-01-04 10:00:00,MT_001,10,4,5,1,26386.0,5,10
17627,0.63451776649746,26387.0,1099,MT_001,2014-01-04 11:00:00,MT_001,11,4,5,1,26387.0,5,11
17628,0.63451776649746,26388.0,1099,MT_001,2014-01-04 12:00:00,MT_001,12,4,5,1,26388.0,5,12
17629,0.31725888324873,26389.0,1099,MT_001,2014-01-04 13:00:00,MT_001,13,4,5,1,26389.0,5,13
17630,0.63451776649746,26390.0,1099,MT_001,2014-01-04 14:00:00,MT_001,14,4,5,1,26390.0,5,14
17631,0.31725888324873,26391.0,1099,MT_001,2014-01-04 15:00:00,MT_001,15,4,5,1,26391.0,5,15
17632,2.2208121827411174,26392.0,1099,MT_001,2014-01-04 16:00:00,MT_001,16,4,5,1,26392.0,5,16
17633,2.2208121827411174,26393.0,1099,MT_001,2014-01-04 17:00:00,MT_001,17,4,5,1,26393.0,5,17
17634,2.85532994923858,26394.0,1099,MT_001,2014-01-04 18:00:00,MT_001,18,4,5,1,26394.0,5,18
17635,2.53807106598985,26395.0,1099,MT_001,2014-01-04 19:00:00,MT_001,19,4,5,1,26395.0,5,19
17636,3.1725888324873104,26396.0,1099,MT_001,2014-01-04 20:00:00,MT_001,20,4,5,1,26396.0,5,20
17637,2.85532994923858,26397.0,1099,MT_001,2014-01-04 21:00:00,MT_001,21,4,5,1,26397.0,5,21
17638,2.85532994923858,26398.0,1099,MT_001,2014-01-04 22:00:00,MT_001,22,4,5,1,26398.0,5,22
17639,2.85532994923858,26399.0,1099,MT_001,2014-01-04 23:00:00,MT_001,23,4,5,1,26399.0,5,23
17640,2.53807106598985,26400.0,1100,MT_001,2014-01-05 00:00:00,MT_001,0,5,6,1,26400.0,6,0
17641,2.8553299492385804,26401.0,1100,MT_001,2014-01-05 01:00:00,MT_001,1,5,6,1,26401.0,6,1
17642,2.8553299492385804,26402.0,1100,MT_001,2014-01-05 02:00:00,MT_001,2,5,6,1,26402.0,6,2
17643,2.8553299492385804,26403.0,1100,MT_001,2014-01-05 03:00:00,MT_001,3,5,6,1,26403.0,6,3
17644,2.8553299492385804,26404.0,1100,MT_001,2014-01-05 04:00:00,MT_001,4,5,6,1,26404.0,6,4
17645,2.8553299492385804,26405.0,1100,MT_001,2014-01-05 05:00:00,MT_001,5,5,6,1,26405.0,6,5
17646,2.8553299492385804,26406.0,1100,MT_001,2014-01-05 06:00:00,MT_001,6,5,6,1,26406.0,6,6
17647,3.1725888324873104,26407.0,1100,MT_001,2014-01-05 07:00:00,MT_001,7,5,6,1,26407.0,6,7
17648,0.9517766497461925,26408.0,1100,MT_001,2014-01-05 08:00:00,MT_001,8,5,6,1,26408.0,6,8
17649,0.63451776649746,26409.0,1100,MT_001,2014-01-05 09:00:00,MT_001,9,5,6,1,26409.0,6,9
17650,0.63451776649746,26410.0,1100,MT_001,2014-01-05 10:00:00,MT_001,10,5,6,1,26410.0,6,10
17651,0.63451776649746,26411.0,1100,MT_001,2014-01-05 11:00:00,MT_001,11,5,6,1,26411.0,6,11
17652,0.31725888324873,26412.0,1100,MT_001,2014-01-05 12:00:00,MT_001,12,5,6,1,26412.0,6,12
17653,0.63451776649746,26413.0,1100,MT_001,2014-01-05 13:00:00,MT_001,13,5,6,1,26413.0,6,13
17654,0.9517766497461925,26414.0,1100,MT_001,2014-01-05 14:00:00,MT_001,14,5,6,1,26414.0,6,14
17655,0.63451776649746,26415.0,1100,MT_001,2014-01-05 15:00:00,MT_001,15,5,6,1,26415.0,6,15
17656,2.2208121827411174,26416.0,1100,MT_001,2014-01-05 16:00:00,MT_001,16,5,6,1,26416.0,6,16
17657,2.2208121827411174,26417.0,1100,MT_001,2014-01-05 17:00:00,MT_001,17,5,6,1,26417.0,6,17
17658,3.1725888324873126,26418.0,1100,MT_001,2014-01-05 18:00:00,MT_001,18,5,6,1,26418.0,6,18
17659,2.85532994923858,26419.0,1100,MT_001,2014-01-05 19:00:00,MT_001,19,5,6,1,26419.0,6,19
17660,2.53807106598985,26420.0,1100,MT_001,2014-01-05 20:00:00,MT_001,20,5,6,1,26420.0,6,20
17661,2.8553299492385804,26421.0,1100,MT_001,2014-01-05 21:00:00,MT_001,21,5,6,1,26421.0,6,21
17662,3.1725888324873104,26422.0,1100,MT_001,2014-01-05 22:00:00,MT_001,22,5,6,1,26422.0,6,22
17663,3.1725888324873104,26423.0,1100,MT_001,2014-01-05 23:00:00,MT_001,23,5,6,1,26423.0,6,23
17664,2.8553299492385804,26424.0,1101,MT_001,2014-01-06 00:00:00,MT_001,0,6,0,1,26424.0,0,0
17665,3.1725888324873104,26425.0,1101,MT_001,2014-01-06 01:00:00,MT_001,1,6,0,1,26425.0,0,1
17666,2.8553299492385804,26426.0,1101,MT_001,2014-01-06 02:00:00,MT_001,2,6,0,1,26426.0,0,2
17667,2.8553299492385804,26427.0,1101,MT_001,2014-01-06 03:00:00,MT_001,3,6,0,1,26427.0,0,3
17668,2.8553299492385804,26428.0,1101,MT_001,2014-01-06 04:00:00,MT_001,4,6,0,1,26428.0,0,4
17669,3.1725888324873104,26429.0,1101,MT_001,2014-01-06 05:00:00,MT_001,5,6,0,1,26429.0,0,5
17670,2.8553299492385804,26430.0,1101,MT_001,2014-01-06 06:00:00,MT_001,6,6,0,1,26430.0,0,6
17671,2.8553299492385804,26431.0,1101,MT_001,2014-01-06 07:00:00,MT_001,7,6,0,1,26431.0,0,7
17672,1.903553299492385,26432.0,1101,MT_001,2014-01-06 08:00:00,MT_001,8,6,0,1,26432.0,0,8
17673,1.26903553299492,26433.0,1101,MT_001,2014-01-06 09:00:00,MT_001,9,6,0,1,26433.0,0,9
17674,2.2208121827411174,26434.0,1101,MT_001,2014-01-06 10:00:00,MT_001,10,6,0,1,26434.0,0,10
17675,2.2208121827411174,26435.0,1101,MT_001,2014-01-06 11:00:00,MT_001,11,6,0,1,26435.0,0,11
17676,1.903553299492385,26436.0,1101,MT_001,2014-01-06 12:00:00,MT_001,12,6,0,1,26436.0,0,12
17677,1.5862944162436525,26437.0,1101,MT_001,2014-01-06 13:00:00,MT_001,13,6,0,1,26437.0,0,13
17678,1.26903553299492,26438.0,1101,MT_001,2014-01-06 14:00:00,MT_001,14,6,0,1,26438.0,0,14
17679,3.489847715736043,26439.0,1101,MT_001,2014-01-06 15:00:00,MT_001,15,6,0,1,26439.0,0,15
17680,1.5862944162436525,26440.0,1101,MT_001,2014-01-06 16:00:00,MT_001,16,6,0,1,26440.0,0,16
17681,1.5862944162436525,26441.0,1101,MT_001,2014-01-06 17:00:00,MT_001,17,6,0,1,26441.0,0,17
17682,2.2208121827411174,26442.0,1101,MT_001,2014-01-06 18:00:00,MT_001,18,6,0,1,26442.0,0,18
17683,1.9035532994923852,26443.0,1101,MT_001,2014-01-06 19:00:00,MT_001,19,6,0,1,26443.0,0,19
17684,1.9035532994923852,26444.0,1101,MT_001,2014-01-06 20:00:00,MT_001,20,6,0,1,26444.0,0,20
17685,1.5862944162436525,26445.0,1101,MT_001,2014-01-06 21:00:00,MT_001,21,6,0,1,26445.0,0,21
17686,2.220812182741115,26446.0,1101,MT_001,2014-01-06 22:00:00,MT_001,22,6,0,1,26446.0,0,22
17687,1.9035532994923852,26447.0,1101,MT_001,2014-01-06 23:00:00,MT_001,23,6,0,1,26447.0,0,23
17688,1.5862944162436525,26448.0,1102,MT_001,2014-01-07 00:00:00,MT_001,0,7,1,1,26448.0,1,0
17689,2.220812182741115,26449.0,1102,MT_001,2014-01-07 01:00:00,MT_001,1,7,1,1,26449.0,1,1
17690,1.903553299492385,26450.0,1102,MT_001,2014-01-07 02:00:00,MT_001,2,7,1,1,26450.0,1,2
17691,1.903553299492385,26451.0,1102,MT_001,2014-01-07 03:00:00,MT_001,3,7,1,1,26451.0,1,3
17692,1.903553299492385,26452.0,1102,MT_001,2014-01-07 04:00:00,MT_001,4,7,1,1,26452.0,1,4
17693,2.2208121827411174,26453.0,1102,MT_001,2014-01-07 05:00:00,MT_001,5,7,1,1,26453.0,1,5
17694,1.903553299492385,26454.0,1102,MT_001,2014-01-07 06:00:00,MT_001,6,7,1,1,26454.0,1,6
17695,1.903553299492385,26455.0,1102,MT_001,2014-01-07 07:00:00,MT_001,7,7,1,1,26455.0,1,7
17696,2.538071065989845,26456.0,1102,MT_001,2014-01-07 08:00:00,MT_001,8,7,1,1,26456.0,1,8
17697,1.5862944162436525,26457.0,1102,MT_001,2014-01-07 09:00:00,MT_001,9,7,1,1,26457.0,1,9
17698,1.5862944162436525,26458.0,1102,MT_001,2014-01-07 10:00:00,MT_001,10,7,1,1,26458.0,1,10
17699,1.26903553299492,26459.0,1102,MT_001,2014-01-07 11:00:00,MT_001,11,7,1,1,26459.0,1,11
17700,2.220812182741115,26460.0,1102,MT_001,2014-01-07 12:00:00,MT_001,12,7,1,1,26460.0,1,12
17701,1.2690355329949226,26461.0,1102,MT_001,2014-01-07 13:00:00,MT_001,13,7,1,1,26461.0,1,13
17702,0.9517766497461899,26462.0,1102,MT_001,2014-01-07 14:00:00,MT_001,14,7,1,1,26462.0,1,14
17703,1.9035532994923852,26463.0,1102,MT_001,2014-01-07 15:00:00,MT_001,15,7,1,1,26463.0,1,15
17704,1.26903553299492,26464.0,1102,MT_001,2014-01-07 16:00:00,MT_001,16,7,1,1,26464.0,1,16
17705,1.5862944162436525,26465.0,1102,MT_001,2014-01-07 17:00:00,MT_001,17,7,1,1,26465.0,1,17
17706,2.2208121827411174,26466.0,1102,MT_001,2014-01-07 18:00:00,MT_001,18,7,1,1,26466.0,1,18
17707,1.9035532994923852,26467.0,1102,MT_001,2014-01-07 19:00:00,MT_001,19,7,1,1,26467.0,1,19
17708,2.2208121827411174,26468.0,1102,MT_001,2014-01-07 20:00:00,MT_001,20,7,1,1,26468.0,1,20
17709,1.903553299492385,26469.0,1102,MT_001,2014-01-07 21:00:00,MT_001,21,7,1,1,26469.0,1,21
17710,2.2208121827411174,26470.0,1102,MT_001,2014-01-07 22:00:00,MT_001,22,7,1,1,26470.0,1,22
17711,2.2208121827411174,26471.0,1102,MT_001,2014-01-07 23:00:00,MT_001,23,7,1,1,26471.0,1,23
17712,1.9035532994923852,26472.0,1103,MT_001,2014-01-08 00:00:00,MT_001,0,8,2,1,26472.0,2,0
17713,1.903553299492385,26473.0,1103,MT_001,2014-01-08 01:00:00,MT_001,1,8,2,1,26473.0,2,1
17714,2.5380710659898478,26474.0,1103,MT_001,2014-01-08 02:00:00,MT_001,2,8,2,1,26474.0,2,2
17715,1.9035532994923852,26475.0,1103,MT_001,2014-01-08 03:00:00,MT_001,3,8,2,1,26475.0,2,3
17716,2.2208121827411174,26476.0,1103,MT_001,2014-01-08 04:00:00,MT_001,4,8,2,1,26476.0,2,4
17717,2.2208121827411174,26477.0,1103,MT_001,2014-01-08 05:00:00,MT_001,5,8,2,1,26477.0,2,5
17718,1.903553299492385,26478.0,1103,MT_001,2014-01-08 06:00:00,MT_001,6,8,2,1,26478.0,2,6
17719,2.2208121827411174,26479.0,1103,MT_001,2014-01-08 07:00:00,MT_001,7,8,2,1,26479.0,2,7
17720,1.903553299492385,26480.0,1103,MT_001,2014-01-08 08:00:00,MT_001,8,8,2,1,26480.0,2,8
17721,2.8553299492385777,26481.0,1103,MT_001,2014-01-08 09:00:00,MT_001,9,8,2,1,26481.0,2,9
17722,4.44162436548224,26482.0,1103,MT_001,2014-01-08 10:00:00,MT_001,10,8,2,1,26482.0,2,10
17723,2.220812182741115,26483.0,1103,MT_001,2014-01-08 11:00:00,MT_001,11,8,2,1,26483.0,2,11
17724,1.26903553299492,26484.0,1103,MT_001,2014-01-08 12:00:00,MT_001,12,8,2,1,26484.0,2,12
17725,1.26903553299492,26485.0,1103,MT_001,2014-01-08 13:00:00,MT_001,13,8,2,1,26485.0,2,13
17726,1.26903553299492,26486.0,1103,MT_001,2014-01-08 14:00:00,MT_001,14,8,2,1,26486.0,2,14
17727,1.5862944162436525,26487.0,1103,MT_001,2014-01-08 15:00:00,MT_001,15,8,2,1,26487.0,2,15
17728,1.9035532994923852,26488.0,1103,MT_001,2014-01-08 16:00:00,MT_001,16,8,2,1,26488.0,2,16
17729,1.5862944162436525,26489.0,1103,MT_001,2014-01-08 17:00:00,MT_001,17,8,2,1,26489.0,2,17
17730,2.2208121827411174,26490.0,1103,MT_001,2014-01-08 18:00:00,MT_001,18,8,2,1,26490.0,2,18
17731,2.5380710659898478,26491.0,1103,MT_001,2014-01-08 19:00:00,MT_001,19,8,2,1,26491.0,2,19
17732,2.2208121827411174,26492.0,1103,MT_001,2014-01-08 20:00:00,MT_001,20,8,2,1,26492.0,2,20
17733,2.2208121827411174,26493.0,1103,MT_001,2014-01-08 21:00:00,MT_001,21,8,2,1,26493.0,2,21
17734,2.53807106598985,26494.0,1103,MT_001,2014-01-08 22:00:00,MT_001,22,8,2,1,26494.0,2,22
17735,2.2208121827411174,26495.0,1103,MT_001,2014-01-08 23:00:00,MT_001,23,8,2,1,26495.0,2,23
17736,2.2208121827411174,26496.0,1104,MT_001,2014-01-09 00:00:00,MT_001,0,9,3,1,26496.0,3,0
17737,2.53807106598985,26497.0,1104,MT_001,2014-01-09 01:00:00,MT_001,1,9,3,1,26497.0,3,1
17738,2.53807106598985,26498.0,1104,MT_001,2014-01-09 02:00:00,MT_001,2,9,3,1,26498.0,3,2
17739,2.2208121827411174,26499.0,1104,MT_001,2014-01-09 03:00:00,MT_001,3,9,3,1,26499.0,3,3
17740,2.53807106598985,26500.0,1104,MT_001,2014-01-09 04:00:00,MT_001,4,9,3,1,26500.0,3,4
17741,2.53807106598985,26501.0,1104,MT_001,2014-01-09 05:00:00,MT_001,5,9,3,1,26501.0,3,5
17742,2.2208121827411174,26502.0,1104,MT_001,2014-01-09 06:00:00,MT_001,6,9,3,1,26502.0,3,6
17743,2.53807106598985,26503.0,1104,MT_001,2014-01-09 07:00:00,MT_001,7,9,3,1,26503.0,3,7
17744,1.5862944162436525,26504.0,1104,MT_001,2014-01-09 08:00:00,MT_001,8,9,3,1,26504.0,3,8
17745,13.007614213197993,26505.0,1104,MT_001,2014-01-09 09:00:00,MT_001,9,9,3,1,26505.0,3,9
17746,18.083756345177676,26506.0,1104,MT_001,2014-01-09 10:00:00,MT_001,10,9,3,1,26506.0,3,10
17747,7.614213197969556,26507.0,1104,MT_001,2014-01-09 11:00:00,MT_001,11,9,3,1,26507.0,3,11
17748,3.8071065989847703,26508.0,1104,MT_001,2014-01-09 12:00:00,MT_001,12,9,3,1,26508.0,3,12
17749,2.85532994923858,26509.0,1104,MT_001,2014-01-09 13:00:00,MT_001,13,9,3,1,26509.0,3,13
17750,14.59390862944164,26510.0,1104,MT_001,2014-01-09 14:00:00,MT_001,14,9,3,1,26510.0,3,14
17751,12.690355329949242,26511.0,1104,MT_001,2014-01-09 15:00:00,MT_001,15,9,3,1,26511.0,3,15
17752,3.1725888324873104,26512.0,1104,MT_001,2014-01-09 16:00:00,MT_001,16,9,3,1,26512.0,3,16
17753,2.220812182741115,26513.0,1104,MT_001,2014-01-09 17:00:00,MT_001,17,9,3,1,26513.0,3,17
17754,1.903553299492385,26514.0,1104,MT_001,2014-01-09 18:00:00,MT_001,18,9,3,1,26514.0,3,18
17755,2.2208121827411174,26515.0,1104,MT_001,2014-01-09 19:00:00,MT_001,19,9,3,1,26515.0,3,19
17756,1.9035532994923852,26516.0,1104,MT_001,2014-01-09 20:00:00,MT_001,20,9,3,1,26516.0,3,20
17757,2.5380710659898478,26517.0,1104,MT_001,2014-01-09 21:00:00,MT_001,21,9,3,1,26517.0,3,21
17758,2.2208121827411174,26518.0,1104,MT_001,2014-01-09 22:00:00,MT_001,22,9,3,1,26518.0,3,22
17759,1.903553299492385,26519.0,1104,MT_001,2014-01-09 23:00:00,MT_001,23,9,3,1,26519.0,3,23
17760,2.2208121827411174,26520.0,1105,MT_001,2014-01-10 00:00:00,MT_001,0,10,4,1,26520.0,4,0
17761,2.53807106598985,26521.0,1105,MT_001,2014-01-10 01:00:00,MT_001,1,10,4,1,26521.0,4,1
17762,2.2208121827411174,26522.0,1105,MT_001,2014-01-10 02:00:00,MT_001,2,10,4,1,26522.0,4,2
17763,2.2208121827411174,26523.0,1105,MT_001,2014-01-10 03:00:00,MT_001,3,10,4,1,26523.0,4,3
17764,2.2208121827411174,26524.0,1105,MT_001,2014-01-10 04:00:00,MT_001,4,10,4,1,26524.0,4,4
17765,2.5380710659898478,26525.0,1105,MT_001,2014-01-10 05:00:00,MT_001,5,10,4,1,26525.0,4,5
17766,1.903553299492385,26526.0,1105,MT_001,2014-01-10 06:00:00,MT_001,6,10,4,1,26526.0,4,6
17767,2.2208121827411174,26527.0,1105,MT_001,2014-01-10 07:00:00,MT_001,7,10,4,1,26527.0,4,7
17768,2.220812182741115,26528.0,1105,MT_001,2014-01-10 08:00:00,MT_001,8,10,4,1,26528.0,4,8
17769,1.26903553299492,26529.0,1105,MT_001,2014-01-10 09:00:00,MT_001,9,10,4,1,26529.0,4,9
17770,1.586294416243655,26530.0,1105,MT_001,2014-01-10 10:00:00,MT_001,10,10,4,1,26530.0,4,10
17771,6.6624365482233525,26531.0,1105,MT_001,2014-01-10 11:00:00,MT_001,11,10,4,1,26531.0,4,11
17772,0.63451776649746,26532.0,1105,MT_001,2014-01-10 12:00:00,MT_001,12,10,4,1,26532.0,4,12
17773,0.9517766497461899,26533.0,1105,MT_001,2014-01-10 13:00:00,MT_001,13,10,4,1,26533.0,4,13
17774,0.63451776649746,26534.0,1105,MT_001,2014-01-10 14:00:00,MT_001,14,10,4,1,26534.0,4,14
17775,1.9035532994923852,26535.0,1105,MT_001,2014-01-10 15:00:00,MT_001,15,10,4,1,26535.0,4,15
17776,1.26903553299492,26536.0,1105,MT_001,2014-01-10 16:00:00,MT_001,16,10,4,1,26536.0,4,16
